COD_INCISO,COD_CAPITULO,COD_PARTIDA,COD_SUBPARTIDA,DESCRIPCIÓN,DAI,ITBMS,ISC,ICCDP,CAPITULO_NOMBRE
600240190000,60,6002,600240,- - - Los demás,0,7.0,0.0,0.0,1.
600240900000,60,6002,600240,- - Otros,0,7.0,0.0,0.0,1.
600290000000,60,6002,600290,‑ Los demás,0,7.0,0.0,0.0,1.
600310000000,60,6003,600310,- De lana o pelo fino,0,7.0,0.0,0.0,1.
600320000000,60,6003,600320,- De algodón,0,7.0,0.0,0.0,1.
600330000000,60,6003,600330,- De fibras sintéticas,0,7.0,0.0,0.0,1.
600340000000,60,6003,600340,- De fibras artificiales,0,7.0,0.0,0.0,1.
600390000000,60,6003,600390,- Los demás,0,7.0,0.0,0.0,1.
600410100000,60,6004,600410,- - Con poliuretano (“licra”),0,7.0,0.0,0.0,1.
600410900000,60,6004,600410,- - Otros,0,7.0,0.0,0.0,1.
600490000000,60,6004,600490,- Los demás,0,7.0,0.0,0.0,1.
600521000000,60,6005,600521,- - Crudos o blanqueados,0,7.0,0.0,0.0,1.
600522000000,60,6005,600522,- - Teñidos,0,7.0,0.0,0.0,1.
600523000000,60,6005,600523,- - Con hilados de distintos colores,0,7.0,0.0,0.0,1.
600524000000,60,6005,600524,- - Estampados,0,7.0,0.0,0.0,1.
600535000000,60,6005,600535,- - Tejidos mencionados en la Nota 1 de subpartida de este Capítulo,0,7.0,0.0,0.0,1.
600536000000,60,6005,600536,"- - Los demás, crudos o blanqueados",0,7.0,0.0,0.0,1.
600537000000,60,6005,600537,"- - Los demás, teñidos",0,7.0,0.0,0.0,1.
600538000000,60,6005,600538,"- - Los demás, con hilados de distintos colores",0,7.0,0.0,0.0,1.
600539000000,60,6005,600539,"- - Los demás, estampados",0,7.0,0.0,0.0,1.
600541000000,60,6005,600541,- - Crudos o blanqueados,0,7.0,0.0,0.0,1.
600542000000,60,6005,600542,- - Teñidos,0,7.0,0.0,0.0,1.
600543000000,60,6005,600543,- - Con hilados de distintos colores,0,7.0,0.0,0.0,1.
600544000000,60,6005,600544,- - Estampados,0,7.0,0.0,0.0,1.
600544000000,60,6005,600544,- - Estampados,0,7.0,0.0,0.0,1.
600590100000,60,6005,600590,- - De lana o pelo fino,0,7.0,0.0,0.0,1.
600590900000,60,6005,600590,- - Otros,0,7.0,0.0,0.0,1.
600610000000,60,6006,600610,- De lana o pelo fino,0,7.0,0.0,0.0,1.
600621000000,60,6006,600621,- - Crudos o blanqueados,0,7.0,0.0,0.0,1.
600622000000,60,6006,600622,- - Teñidos,0,7.0,0.0,0.0,1.
600623000000,60,6006,600623,- - Con hilados de distintos colores,0,7.0,0.0,0.0,1.
600624000000,60,6006,600624,- - Estampados,0,7.0,0.0,0.0,1.
600631000000,60,6006,600631,- - Crudos o blanqueados,0,7.0,0.0,0.0,1.
600632000000,60,6006,600632,- - Teñidos,0,7.0,0.0,0.0,1.
600633000000,60,6006,600633,- - Con hilados de distintos colores,0,7.0,0.0,0.0,1.
600634000000,60,6006,600634,- - Estampados,0,7.0,0.0,0.0,1.
600641000000,60,6006,600641,- - Crudos o blanqueados,0,7.0,0.0,0.0,1.
600642000000,60,6006,600642,- - Teñidos,0,7.0,0.0,0.0,1.
600643000000,60,6006,600643,- - Con hilados de distintos colores,0,7.0,0.0,0.0,1.
600644000000,60,6006,600644,- - Estampados,0,7.0,0.0,0.0,1.
600690000000,60,6006,600690,- Los demás,0,7.0,0.0,0.0,1.
610120000000,61,6101,610120,- De algodón,10,7.0,0.0,0.0,1.
610130000000,61,6101,610130,- De fibras sintéticas o artificiales,10,7.0,0.0,0.0,1.
610190100000,61,6101,610190,- - Para hombres,10,7.0,0.0,0.0,1.
610190200000,61,6101,610190,- - Para niños,10,7.0,0.0,0.0,1.
610210100000,61,6102,610210,- - Para mujeres,10,7.0,0.0,0.0,1.
610210200000,61,6102,610210,- - Para niñas,10,7.0,0.0,0.0,1.
610220000000,61,6102,610220,- De algodón,10,7.0,0.0,0.0,1.
610230000000,61,6102,610230,- De fibras sintéticas o artificiales,10,7.0,0.0,0.0,1.
610290000000,61,6102,610290,- De las demás materias textiles,10,7.0,0.0,0.0,1.
610310100000,61,6103,610310,- - De lana o pelo fino,10,7.0,0.0,0.0,1.
610310200000,61,6103,610310,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
610310900000,61,6103,610310,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
610322000000,61,6103,610322,- - De algodón,10,7.0,0.0,0.0,1.
610323000000,61,6103,610323,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
610329100000,61,6103,610329,- - - De lana o pelo fino,10,7.0,0.0,0.0,1.
610329900000,61,6103,610329,- - - Otras,10,7.0,0.0,0.0,1.
610331000000,61,6103,610331,- - De lana o pelo fino,10,7.0,0.0,0.0,1.
610332000000,61,6103,610332,- - De algodón,10,7.0,0.0,0.0,1.
610333000000,61,6103,610333,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
610339000000,61,6103,610339,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
610341000000,61,6103,610341,- - De lana o pelo fino,10,7.0,0.0,0.0,1.
610342000000,61,6103,610342,- - De algodón,10,7.0,0.0,0.0,1.
610343000000,61,6103,610343,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
610349000000,61,6103,610349,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
610413100000,61,6104,610413,- - - Para mujeres,15,7.0,0.0,0.0,1.
610413200000,61,6104,610413,- - - Para niñas,10,7.0,0.0,0.0,1.
610419100000,61,6104,610419,- - - Para mujeres,15,7.0,0.0,0.0,1.
610419200000,61,6104,610419,- - - Para niñas,10,7.0,0.0,0.0,1.
610422000000,61,6104,610422,- - De algodón,10,7.0,0.0,0.0,1.
610423000000,61,6104,610423,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
610429100000,61,6104,610429,- - - De lana o pelo fino,10,7.0,0.0,0.0,1.
610429900000,61,6104,610429,- - - Otras,10,7.0,0.0,0.0,1.
610431000000,61,6104,610431,- - De lana o pelo fino,10,7.0,0.0,0.0,1.
610432000000,61,6104,610432,- - De algodón,10,7.0,0.0,0.0,1.
610433000000,61,6104,610433,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
610439000000,61,6104,610439,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
610441100000,61,6104,610441,- - - Para mujeres,15,7.0,0.0,0.0,1.
610441200000,61,6104,610441,- - - Para niñas,10,7.0,0.0,0.0,1.
610442100000,61,6104,610442,- - - Para mujeres,10,7.0,0.0,0.0,1.
610442200000,61,6104,610442,- - - Para niñas,10,7.0,0.0,0.0,1.
610443100000,61,6104,610443,- - - Para mujeres,10,7.0,0.0,0.0,1.
610443200000,61,6104,610443,- - - Para niñas,10,7.0,0.0,0.0,1.
610444100000,61,6104,610444,- - - Para mujeres,15,7.0,0.0,0.0,1.
610444200000,61,6104,610444,- - - Para niñas,10,7.0,0.0,0.0,1.
610449100000,61,6104,610449,- - - Para mujeres,10,7.0,0.0,0.0,1.
610449200000,61,6104,610449,- - - Para niñas,10,7.0,0.0,0.0,1.
610451000000,61,6104,610451,- - De lana o pelo fino,10,7.0,0.0,0.0,1.
610452000000,61,6104,610452,- - De algodón,10,7.0,0.0,0.0,1.
610453000000,61,6104,610453,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
610459000000,61,6104,610459,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
610461000000,61,6104,610461,- - De lana o pelo fino,10,7.0,0.0,0.0,1.
610462000000,61,6104,610462,- - De algodón,10,7.0,0.0,0.0,1.
610463000000,61,6104,610463,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
610469000000,61,6104,610469,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
610510000000,61,6105,610510,- De algodón,10,7.0,0.0,0.0,1.
610510000000,61,6105,610510,- De algodón,10,7.0,0.0,0.0,1.
610520000000,61,6105,610520,- De fibras sintéticas o artificiales,10,7.0,0.0,0.0,1.
610590000000,61,6105,610590,- De las demás materias textiles,10,7.0,0.0,0.0,1.
610610100000,61,6106,610610,- - Para mujeres,15,7.0,0.0,0.0,1.
610610200000,61,6106,610610,- - Para niñas,10,7.0,0.0,0.0,1.
610620100010,61,6106,610620,- - - Únicamente con un contenido de lana o pelo fino que no predomine en peso,15,7.0,0.0,0.0,1.
610620100090,61,6106,610620,- - - Las demás,15,7.0,0.0,0.0,1.
610620200010,61,6106,610620,- - - Únicamente con un contenido de lana o pelo fino que no predomine en peso,10,7.0,0.0,0.0,1.
610620200090,61,6106,610620,- - - Las demás,10,7.0,0.0,0.0,1.
610690100000,61,6106,610690,- - Para mujeres,15,7.0,0.0,0.0,1.
610690200000,61,6106,610690,- - Para niñas,10,7.0,0.0,0.0,1.
610711000000,61,6107,610711,- - De algodón,10,7.0,0.0,0.0,1.
610712000000,61,6107,610712,- - De fibras sintéticas o artificiales,15,7.0,0.0,0.0,1.
610719100000,61,6107,610719,- - - Para hombres,10,7.0,0.0,0.0,1.
610719200000,61,6107,610719,- - - Para niños,15,7.0,0.0,0.0,1.
610721000000,61,6107,610721,- - De algodón,10,7.0,0.0,0.0,1.
610722000000,61,6107,610722,- - De fibras sintéticas o artificiales,15,7.0,0.0,0.0,1.
610729000000,61,6107,610729,- - De las demás materias textiles,15,7.0,0.0,0.0,1.
610791000000,61,6107,610791,- - De algodón,15,7.0,0.0,0.0,1.
610799100000,61,6107,610799,- - - De fibras sintéticas o artificiales,15,7.0,0.0,0.0,1.
610799900000,61,6107,610799,- - - Otras,15,7.0,0.0,0.0,1.
610811000000,61,6108,610811,- - De fibras sintéticas o artificiales,15,7.0,0.0,0.0,1.
610819000000,61,6108,610819,- - De las demás materias textiles,15,7.0,0.0,0.0,1.
610821000000,61,6108,610821,- - De algodón,15,7.0,0.0,0.0,1.
610822000000,61,6108,610822,- - De fibras sintéticas o artificiales,15,7.0,0.0,0.0,1.
610829100000,61,6108,610829,- - - Para mujeres,10,7.0,0.0,0.0,1.
610829200000,61,6108,610829,- - - Para niñas,15,7.0,0.0,0.0,1.
610831100000,61,6108,610831,- - - Para mujeres,10,7.0,0.0,0.0,1.
610831200000,61,6108,610831,- - - Para niñas,15,7.0,0.0,0.0,1.
610832000000,61,6108,610832,- - De fibras sintéticas o artificiales,15,7.0,0.0,0.0,1.
610839000000,61,6108,610839,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
610891000000,61,6108,610891,- - De algodón,15,7.0,0.0,0.0,1.
610891000000,61,6108,610891,- - De algodón,15,7.0,0.0,0.0,1.
610892000000,61,6108,610892,- - De fibras sintéticas o artificiales,15,7.0,0.0,0.0,1.
610899000000,61,6108,610899,- - De las demás materias textiles,15,7.0,0.0,0.0,1.
610910000000,61,6109,610910,- De algodón,10,7.0,0.0,0.0,1.
610990000010,61,6109,610990,"- - Únicamente de fibras sintéticas o artificiales, blancas y sin estampados",10,7.0,0.0,0.0,1.
610990000020,61,6109,610990,- - Únicamente de fibras sintéticas o artificiales,10,7.0,0.0,0.0,1.
610990000090,61,6109,610990,- - Las demás,10,7.0,0.0,0.0,1.
611011000000,61,6110,611011,- - De lana,10,7.0,0.0,0.0,1.
611012000000,61,6110,611012,- - De cabra de Cachemira,10,7.0,0.0,0.0,1.
611019000000,61,6110,611019,- - Los demás,10,7.0,0.0,0.0,1.
611020000010,61,6110,611020,"- - - Únicamente suéteres (jerseys), pulóveres y chalecos, con cuello, excepto blanco",10,7.0,0.0,0.0,1.
611020000020,61,6110,611020,"- - - Los demás con cuello, excepto blanco",10,7.0,0.0,0.0,1.
611020000030,61,6110,611020,"- - - Únicamente suéteres (jerseys), pulóveres y chalecos",10,7.0,0.0,0.0,1.
611020000090,61,6110,611020,- - - Los demás,10,7.0,0.0,0.0,1.
611030000030,61,6110,611030,"- - Los demás con cuello, excepto blanco",10,7.0,0.0,0.0,1.
611030000050,61,6110,611030,- - Los demás con un contenido de lana o pelo fino que no predomine en peso,10,7.0,0.0,0.0,1.
611030000090,61,6110,611030,- - Los demás,10,7.0,0.0,0.0,1.
611090000000,61,6110,611090,- De las demás materias textiles,10,7.0,0.0,0.0,1.
611120100000,61,6111,611120,- - Camisas de algodón hasta talla 4T,15,7.0,0.0,0.0,1.
611120900000,61,6111,611120,- - Las demás,10,7.0,0.0,0.0,1.
611130100000,61,6111,611130,- - Camisas hasta talla 4T,15,7.0,0.0,0.0,1.
611130900000,61,6111,611130,- - Las demás,10,7.0,0.0,0.0,1.
611190100000,61,6111,611190,- - Camisas hasta talla 4T,15,7.0,0.0,0.0,1.
611190900000,61,6111,611190,- - Las demás,10,7.0,0.0,0.0,1.
611211000000,61,6112,611211,- - De algodón,10,7.0,0.0,0.0,1.
611212000000,61,6112,611212,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
611219000000,61,6112,611219,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
611220000000,61,6112,611220,- Monos (overoles) y conjuntos de esquí,10,7.0,0.0,0.0,1.
611231000000,61,6112,611231,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
611239000000,61,6112,611239,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
611241000000,61,6112,611241,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
611249000000,61,6112,611249,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
611420000000,61,6114,611420,- De algodón,10,7.0,0.0,0.0,1.
611430000010,61,6114,611430,- - Únicamente con un contenido de lana o pelo fino que no predomine en peso,10,7.0,0.0,0.0,1.
611430000090,61,6114,611430,- - Las demás,10,7.0,0.0,0.0,1.
611490000000,61,6114,611490,- De las demás materias textiles,10,7.0,0.0,0.0,1.
611510100000,61,6115,611510,- - Medias para várices,0,7.0,0.0,0.0,1.
611510900000,61,6115,611510,- - Otros,15,7.0,0.0,0.0,1.
611521100000,61,6115,611521,- - - Leotardos y demás mallas de baile,10,7.0,0.0,0.0,1.
611521900000,61,6115,611521,- - - Las demás,15,7.0,0.0,0.0,1.
611522100000,61,6115,611522,- - - Leotardos y demás mallas de baile,10,7.0,0.0,0.0,1.
611522900000,61,6115,611522,- - - Las demás,15,7.0,0.0,0.0,1.
611529100000,61,6115,611529,- - - Leotardos y demás mallas de baile,10,7.0,0.0,0.0,1.
611529900000,61,6115,611529,- - - Las demás,10,7.0,0.0,0.0,1.
611530000000,61,6115,611530,"- Las demás medias de mujer, de título inferior a 67 decitex por hilo sencillo",15,7.0,0.0,0.0,1.
611594000000,61,6115,611594,- - De lana o pelo fino,15,7.0,0.0,0.0,1.
611595000000,61,6115,611595,- - De algodón,10,7.0,0.0,0.0,1.
611596000000,61,6115,611596,- - De fibras sintéticas,15,7.0,0.0,0.0,1.
611599000090,61,6115,611599,- - - Las demás,15,7.0,0.0,0.0,1.
611610000000,61,6116,611610,"- Impregnados, recubiertos, revestidos o estratificados, con plástico o caucho",10,7.0,0.0,0.0,1.
611691000000,61,6116,611691,- - De lana o pelo fino,10,7.0,0.0,0.0,1.
611692000000,61,6116,611692,- - De algodón,10,7.0,0.0,0.0,1.
611693000000,61,6116,611693,- - De fibras sintéticas,10,7.0,0.0,0.0,1.
611699000000,61,6116,611699,- - De las demás materias textiles,10,7.0,0.0,0.0,1.
611710000000,61,6117,611710,"- Chales, pañuelos de cuello, bufandas, mantillas, velos y artículos similares",15,7.0,0.0,0.0,1.
611780100000,61,6117,611780,"- - Cinturillas, cinturones y bandoleras",10,7.0,0.0,0.0,1.
611780910000,61,6117,611780,"- - - Impregnados, recubiertos o revestidos con caucho o combinados  con hilos de caucho",15,7.0,0.0,0.0,1.
611780920000,61,6117,611780,- - - Corbatas y lazos similares,10,7.0,0.0,0.0,1.
611780990010,61,6117,611780,"- - - - Únicamente rodilleras y tobilleras, excepto para deporte",15,7.0,0.0,0.0,1.
611780990090,61,6117,611780,- - - - Los demás,15,7.0,0.0,0.0,1.
611790000000,61,6117,611790,- Partes,15,7.0,0.0,0.0,1.
620120000000,62,6201,620120,- De lana o pelo fino,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620130000000,62,6201,620130,- De algodón,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620140000000,62,6201,620140,- De fibras sintéticas o artificiales,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620190000000,62,6201,620190,- De las demás materias textiles,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620220000000,62,6202,620220,- De lana o pelo fino,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620230000000,62,6202,620230,- De algodón,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620240000000,62,6202,620240,- De fibras sintéticas o artificiales,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620290000000,62,6202,620290,- De las demás materias textiles,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620311000000,62,6203,620311,- - De lana o pelo fino,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620312000000,62,6203,620312,- - De fibras sintéticas,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620319000000,62,6203,620319,- - De las demás materias textiles,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620322000000,62,6203,620322,- - De algodón,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620323000000,62,6203,620323,- - De fibras sintéticas,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620329100000,62,6203,620329,- - - De lana o pelo fino,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620329900000,62,6203,620329,- - - Otras,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620331100000,62,6203,620331,"- - - Camisillas, guayaberas y otros sacos camisas",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620331900000,62,6203,620331,- - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620332100000,62,6203,620332,"- - - Camisillas, guayaberas y otros sacos camisas",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620332900000,62,6203,620332,- - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620333100000,62,6203,620333,"- - - Camisillas, guayaberas y otros sacos camisas",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620333900000,62,6203,620333,- - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620333900000,62,6203,620333,- - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620339100000,62,6203,620339,"- - - Camisillas, guayaberas y otros sacos camisas",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620339900000,62,6203,620339,- - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620341110000,62,6203,620341,"- - - - Sin peto, para hombres",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620341120000,62,6203,620341,"- - - - Sin peto, para niños",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620341130000,62,6203,620341,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620341210000,62,6203,620341,"- - - - Sin peto, para hombres, con valor CIF superior a B/. 100,00 la docena",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620341220000,62,6203,620341,"- - - - Sin peto, para hombres, con valor CIF inferior o igual a B/. 100,00 la docena",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620341230000,62,6203,620341,"- - - - Sin peto, para niños",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620341240000,62,6203,620341,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342110000,62,6203,620342,- - - - Uniformes escolares para gimnasia,15,0.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342120000,62,6203,620342,"- - - - Los demás, de uniformes escolares",15,0.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342130000,62,6203,620342,"- - - - Los demás, sin peto, para niños",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342140000,62,6203,620342,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342190000,62,6203,620342,- - - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342210000,62,6203,620342,- - - - Uniformes escolares hasta talla,18,10.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342220000,62,6203,620342,"- - - - Sin peto, para hombres, con valor CIF superior a B/. 100,00 la docena",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342230000,62,6203,620342,"- - - - Sin peto, para hombres, con valor CIF inferior o igual a B/. 100,00 la docena",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342240000,62,6203,620342,"- - - - Sin peto, para niños",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620342250000,62,6203,620342,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343110000,62,6203,620343,- - - - Uniformes escolares para gimnasia,15,0.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343120000,62,6203,620343,"- - - - Los demás, de uniformes escolares",15,0.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343130000,62,6203,620343,"- - - - Los demás, sin peto, para niños",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343140000,62,6203,620343,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343190000,62,6203,620343,- - - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343210000,62,6203,620343,- - - - Uniformes escolares hasta talla,18,10.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343220000,62,6203,620343,"- - - - Sin peto, para hombres con valor CIF superior a B/. 100,00 la docena",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343230000,62,6203,620343,"- - - - Sin peto, para hombres, con valor CIF inferior o igual a B/. 100,00 la docena",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343240000,62,6203,620343,"- - - - Sin peto, para niños",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620343250000,62,6203,620343,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349110000,62,6203,620349,- - - - Uniformes escolares para gimnasia,15,0.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349120000,62,6203,620349,"- - - - Los demás, de uniformes escolares",15,0.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349130000,62,6203,620349,"- - - - Los demás, sin peto, para niños",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349140000,62,6203,620349,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349190000,62,6203,620349,- - - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349210000,62,6203,620349,- - - - Uniformes escolares hasta  talla,18,15.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349220000,62,6203,620349,"- - - - Sin peto, para hombres, con valor CIF superior a B/. 100,00 la docena",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349230000,62,6203,620349,"- - - - Sin peto, para hombres, con valor CIF inferior o igual a B/. 100,00 la docena",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349240000,62,6203,620349,"- - - - Sin peto, para niños",10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349250000,62,6203,620349,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620349250000,62,6203,620349,- - - - Con peto,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620411000000,62,6204,620411,- - De lana o pelo fino,15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620412100000,62,6204,620412,- - - Para mujeres,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620412210000,62,6204,620412,- - - - Hasta talla 6x,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620412290000,62,6204,620412,- - - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620413100000,62,6204,620413,- - - Para mujeres,15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620413210000,62,6204,620413,- - - - Hasta talla 6x,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620413290000,62,6204,620413,- - - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620419100000,62,6204,620419,- - - Para mujeres,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620419210000,62,6204,620419,- - - - Hasta talla 6x,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620419290000,62,6204,620419,- - - - Los demás,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620421110000,62,6204,620421,- - - - Con pantalón corto (calzón) o short,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620421190000,62,6204,620421,- - - - Los demás,15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620421210000,62,6204,620421,"- - - - Con falda o falda pantalón, hasta talla 6x, con valor CIF superior a B/. 96,00 la docena",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620421220000,62,6204,620421,"- - - - Con falda o falda pantalón, hasta talla 6x, con valor CIF inferior o igual a B/. 96,00 la docena",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620421230000,62,6204,620421,"- - - - Los demás, con falda o falda pantalón",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620421240000,62,6204,620421,- - - - Con pantalón corto (calzón) o short,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620421250000,62,6204,620421,"- - - - Con pantalón largo, con valor CIF superior a B/. 108,00 la docena",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620421260000,62,6204,620421,"- - - - Con pantalón largo, con valor CIF inferior o igual a B/. 108,00 la docena",15,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
620422110000,62,6204,620422,- - - - Con pantalón corto (calzón) o short,10,7.0,0.0,0.0,"Prendas y complementos (accesorios), de vestir, excepto los de punto"
